order_id,customer_id,product_id,quantity,order_date,status
1327,2560,167,1,2025-05-29,Pending
1328,4477,365,1,2025-04-17,Shipped
1329,610,26,2,2025-10-19,Pending
1330,3715,291,1,2025-07-04,Shipped
1331,3909,254,2,2025-08-09,Pending
1332,2118,338,1,2025-06-25,Pending
1333,3625,173,4,2025-03-24,Pending
1334,2657,56,1,2025-07-10,Completed
1335,4682,308,3,2026-01-04,Cancelled
1336,3460,447,4,2025-11-22,Shipped
1337,3664,10,1,2025-05-27,Cancelled
1338,296,7,3,2025-11-28,Pending
1339,152,227,4,2025-04-12,Pending
1340,699,112,2,2025-07-23,Pending
1341,1723,393,4,2025-03-02,Pending
1342,2902,366,3,2025-03-29,Cancelled
1343,4731,63,1,2025-12-31,Shipped
1344,848,114,4,2025-07-17,Pending
1345,2419,141,5,2025-08-18,Cancelled
1346,1113,170,1,2025-10-17,Pending
1347,1862,268,3,2025-07-26,Completed
1348,4357,115,5,2025-12-31,Completed
1349,3397,425,2,2026-01-27,Shipped
1350,3257,245,4,2025-04-14,Completed
1351,2141,238,3,2025-03-05,Pending
1352,4377,131,5,2025-03-19,Shipped
1353,2041,245,5,2025-11-02,Completed
1354,1179,423,1,2025-03-12,Cancelled
1355,1935,477,5,2026-01-22,Shipped
1356,4539,118,2,2025-09-30,Completed
1357,1177,288,4,2025-08-06,Pending
1358,1984,361,1,2025-02-20,Cancelled
1359,878,481,1,2025-12-03,Pending
1360,2474,48,3,2026-01-27,Completed
1361,4433,319,2,2025-12-14,Shipped
1362,2333,71,4,2025-06-02,Completed
1363,3702,267,1,2025-10-22,Completed
1364,4459,438,4,2025-08-26,Cancelled
1365,2337,272,3,2025-09-10,Pending
1366,2800,348,3,2025-04-10,Completed
1367,1698,10,1,2025-04-17,Pending
1368,4176,72,1,2025-05-20,Pending
1369,2587,394,5,2025-11-25,Completed
1370,3717,247,4,2025-05-24,Completed
1371,712,149,1,2025-06-06,Completed
1372,1879,303,1,2025-05-10,Pending
1373,4111,77,2,2026-01-05,Cancelled
1374,3464,461,3,2026-01-16,Completed
1375,4988,402,1,2025-03-22,Completed
1376,4924,390,2,2025-02-17,Cancelled
1377,4785,153,2,2025-07-14,Pending
1378,296,224,4,2025-04-06,Pending
1379,4473,259,5,2025-07-07,Pending
1380,1580,177,4,2025-02-08,Cancelled
1381,4653,338,4,2025-05-09,Shipped
1382,3661,81,1,2025-09-24,Pending
1383,4710,33,5,2025-03-13,Pending
1384,519,410,3,2025-02-13,Pending
1385,3639,499,1,2025-10-09,Pending
1386,1748,457,3,2025-12-19,Pending
1387,763,60,4,2025-06-20,Cancelled
1388,2867,153,2,2026-01-14,Pending
1389,1909,187,2,2025-03-16,Pending
1390,1468,122,3,2025-09-05,Shipped
1391,590,414,4,2025-05-13,Completed
1392,1550,182,3,2025-04-08,Completed
1393,3173,383,1,2025-08-12,Completed
1394,4627,441,1,2025-05-31,Pending
1395,2850,329,5,2025-06-25,Shipped
1396,4437,417,5,2025-03-19,Pending
1397,3946,418,3,2025-08-20,Pending
1398,4555,397,1,2025-05-02,Completed
1399,2600,210,1,2025-06-29,Cancelled
1400,3296,300,5,2025-12-29,Completed
1401,2896,68,5,2025-08-31,Pending
1402,2945,108,3,2026-01-31,Completed
1403,3078,477,3,2025-04-20,Completed
1404,2308,293,5,2025-10-05,Completed
1405,42,134,2,2025-06-29,Pending
1406,1148,349,5,2025-08-18,Shipped
1407,2699,152,5,2025-07-17,Cancelled
1408,2568,147,4,2025-03-08,Cancelled
1409,1490,405,2,2025-03-21,Shipped
1410,4719,407,3,2026-01-31,Pending
1411,3072,240,3,2026-01-14,Cancelled
1412,2841,82,5,2025-11-23,Cancelled
1413,1021,330,4,2025-03-22,Shipped
1414,1528,310,4,2025-10-12,Pending
1415,3390,441,2,2025-12-11,Shipped
1416,4539,452,1,2025-04-21,Completed
1417,3829,102,2,2025-10-22,Completed
1418,1106,295,5,2025-05-16,Pending
1419,4524,222,3,2025-10-27,Completed
1420,1548,326,4,2025-07-02,Completed
1421,1458,249,2,2025-07-27,Completed
1422,1675,52,4,2025-04-26,Cancelled
1423,3550,181,2,2025-11-06,Shipped
1424,2995,389,5,2025-05-12,Completed
1425,4131,209,4,2025-06-27,Completed
1426,1137,55,2,2025-12-22,Completed
1427,45,316,1,2025-08-27,Pending
1428,1023,48,5,2025-04-21,Cancelled
1429,4901,460,3,2025-09-30,Cancelled
1430,3916,407,2,2025-06-07,Completed
1431,2171,146,5,2025-05-28,Completed
1432,4970,157,5,2025-10-04,Cancelled
1433,602,219,5,2025-09-13,Pending
1434,2711,207,2,2025-08-27,Pending
1435,971,214,1,2025-11-16,Shipped
1436,375,37,2,2026-02-03,Pending
1437,1197,359,4,2025-06-28,Pending
1438,425,78,4,2025-04-25,Completed
1439,2416,439,4,2025-09-26,Completed
1440,2625,323,5,2025-02-08,Pending
1441,3371,249,5,2025-05-31,Cancelled
1442,3749,263,2,2025-11-01,Completed
1443,301,342,2,2025-09-24,Shipped
1444,4930,465,4,2025-05-24,Shipped
1445,1133,493,3,2025-12-25,Cancelled
1446,617,329,2,2025-11-28,Cancelled
1447,3582,306,1,2025-06-11,Pending
1448,931,107,4,2025-05-16,Cancelled
1449,1314,383,3,2025-08-16,Cancelled
1450,3793,372,4,2026-01-13,Completed
1451,1294,22,1,2025-12-26,Pending
1452,4933,10,1,2025-04-18,Pending
1453,3662,443,1,2026-01-10,Shipped
1454,2815,333,2,2025-03-23,Completed
1455,2735,177,3,2025-09-29,Pending
1456,4479,124,5,2025-05-25,Pending
1457,4691,242,1,2025-08-06,Pending
1458,850,106,3,2025-11-06,Pending
1459,3643,314,4,2025-12-26,Completed
1460,3622,462,1,2026-01-19,Pending
1461,1044,402,5,2025-08-12,Pending
1462,1177,482,4,2025-02-12,Completed
1463,4739,474,4,2025-12-22,Completed
1464,3546,223,1,2025-11-08,Cancelled
1465,1250,462,3,2025-08-10,Completed
1466,3008,254,3,2025-11-05,Cancelled
1467,645,61,3,2025-11-21,Shipped
1468,2586,16,2,2025-10-22,Completed
1469,3604,446,4,2025-07-25,Cancelled
1470,2353,209,4,2025-10-20,Completed
1471,4211,472,1,2025-05-12,Completed
1472,2120,224,5,2026-01-13,Pending
1473,4085,245,5,2026-01-26,Shipped
1474,4583,142,2,2025-10-05,Shipped
1475,3066,138,4,2025-12-30,Shipped
1476,2811,423,2,2025-10-13,Pending
1477,3728,90,1,2025-05-03,Completed
1478,3724,68,4,2025-10-03,Completed
1479,548,431,4,2025-09-28,Pending
1480,3135,104,5,2025-04-17,Completed
1481,2547,178,3,2025-06-30,Cancelled
1482,3261,91,5,2025-12-24,Completed
1483,3746,223,4,2025-08-25,Pending
1484,683,176,4,2025-09-07,Cancelled
1485,2666,492,2,2025-05-20,Cancelled
1486,3274,326,5,2025-08-14,Shipped
1487,2011,58,4,2025-02-11,Completed
1488,1653,130,4,2025-08-18,Pending
1489,1484,26,4,2025-07-31,Shipped
1490,4041,425,4,2025-04-07,Shipped
1491,1487,450,3,2026-02-02,Pending
1492,1257,185,2,2025-08-05,Shipped
1493,4782,272,4,2025-07-24,Shipped
1494,4362,72,2,2025-12-17,Completed
1495,1041,17,3,2025-02-12,Pending
1496,3197,406,2,2025-02-10,Shipped
1497,1739,227,2,2025-05-21,Completed
1498,3619,464,2,2025-04-17,Cancelled
1499,96,277,4,2025-05-03,Completed
1500,1103,325,2,2025-09-25,Pending
1501,1415,168,1,2026-01-23,Pending
1502,1352,92,5,2025-06-15,Shipped
1503,2165,240,1,2025-12-17,Completed
1504,4038,185,5,2025-05-22,Pending
1505,4920,115,1,2025-07-05,Cancelled
1506,36,405,2,2025-11-08,Pending
1507,2368,498,3,2025-07-19,Pending
1508,4625,415,1,2025-10-17,Cancelled
1509,4020,105,5,2025-07-27,Shipped
1510,4792,393,4,2025-04-30,Cancelled
1511,4520,119,5,2025-06-15,Cancelled
1512,1407,453,4,2025-12-17,Completed
1513,1327,346,3,2025-04-04,Cancelled
1514,2563,234,2,2025-04-15,Shipped
1515,1791,147,1,2025-11-03,Cancelled
1516,2739,139,1,2025-04-28,Shipped
1517,2891,303,4,2025-06-07,Cancelled
1518,4465,85,2,2025-06-28,Cancelled
1519,2198,418,4,2025-05-16,Completed
1520,710,458,3,2025-04-20,Completed
1521,1944,472,4,2025-07-02,Completed
1522,3853,111,3,2025-05-24,Cancelled
1523,1412,359,5,2025-12-10,Pending
1524,405,455,5,2025-02-09,Pending
1525,1756,34,3,2025-07-13,Pending
1526,2134,111,2,2026-01-16,Pending
1527,1774,92,2,2025-04-28,Completed
1528,1926,491,3,2026-01-24,Completed
1529,2537,247,3,2025-10-28,Pending
1530,3682,307,5,2025-03-31,Completed
1531,4600,60,2,2025-08-04,Cancelled
1532,4168,447,3,2025-07-28,Completed
1533,1180,337,3,2025-06-03,Cancelled
1534,1673,142,4,2025-03-31,Completed
1535,3260,498,3,2025-06-24,Cancelled
1536,535,113,1,2025-05-18,Completed
1537,1783,39,5,2025-05-29,Completed
1538,895,357,5,2025-04-28,Cancelled
1539,2670,67,4,2026-01-12,Completed
1540,154,196,2,2025-04-01,Shipped
1541,2480,147,5,2025-05-03,Cancelled
1542,1260,84,2,2025-07-19,Completed
1543,3718,283,3,2025-02-14,Completed
1544,4093,218,4,2025-08-24,Shipped
1545,3562,270,2,2025-03-02,Shipped
1546,1603,183,4,2025-07-17,Pending
1547,4362,305,3,2025-05-01,Pending
1548,2472,181,3,2025-09-05,Pending
1549,3390,448,4,2025-03-10,Pending
1550,1634,52,5,2025-10-14,Shipped
1551,3494,213,4,2025-11-30,Pending
1552,4444,23,4,2025-03-20,Pending
1553,2179,205,3,2025-02-06,Completed
1554,1691,168,5,2026-01-06,Shipped
1555,4498,227,5,2025-05-22,Cancelled
1556,4902,219,3,2025-02-07,Cancelled
1557,3871,51,5,2025-10-26,Pending
1558,3325,285,3,2025-07-22,Cancelled
1559,1755,255,2,2025-07-31,Cancelled
1560,3667,156,4,2025-03-24,Completed
1561,1109,52,2,2025-04-19,Shipped
1562,796,469,5,2025-11-15,Cancelled
1563,2887,391,2,2025-08-12,Pending
1564,2488,94,1,2025-05-09,Completed
1565,3467,229,3,2025-11-11,Cancelled
1566,1788,411,2,2025-05-30,Completed
1567,4040,171,2,2025-08-30,Cancelled
1568,1737,221,1,2025-07-11,Pending
1569,1246,108,3,2025-12-11,Cancelled
1570,102,132,1,2025-06-24,Shipped
1571,3574,293,1,2025-12-20,Cancelled
1572,4968,298,1,2025-06-23,Pending
1573,562,36,4,2025-04-05,Shipped
1574,2689,429,4,2025-12-30,Completed
1575,1321,445,4,2025-12-28,Completed
1576,3090,305,3,2025-05-07,Completed
1577,3118,308,4,2025-07-19,Pending
1578,3351,9,4,2025-04-30,Shipped
1579,4960,170,1,2025-06-08,Shipped
1580,1196,291,1,2025-09-18,Cancelled
1581,1347,221,2,2025-12-07,Pending
1582,1944,181,2,2025-04-27,Shipped
1583,3960,30,3,2025-10-23,Completed
1584,3041,372,2,2025-11-08,Pending
1585,4051,159,3,2025-03-13,Cancelled
1586,1208,423,3,2025-11-17,Pending
1587,4729,25,4,2026-01-13,Cancelled
1588,2879,299,1,2025-08-25,Shipped
1589,1840,376,2,2025-05-11,Shipped
1590,2388,467,5,2026-01-30,Shipped
1591,2631,239,2,2025-11-05,Completed
1592,2038,326,3,2025-05-23,Completed
1593,1190,259,2,2026-01-02,Cancelled
1594,4198,99,3,2025-05-27,Pending
1595,3627,276,4,2026-01-16,Cancelled
1596,2920,112,4,2025-11-28,Cancelled
1597,618,489,4,2025-10-05,Pending
1598,2546,289,4,2025-09-20,Pending
1599,613,54,1,2025-04-05,Cancelled
1600,4114,4,3,2025-05-08,Cancelled
1601,1249,123,3,2025-09-05,Pending
1602,1615,127,4,2025-09-08,Pending
1603,2941,98,2,2025-06-16,Completed
1604,3984,114,3,2025-04-12,Cancelled
1605,3236,272,4,2025-03-25,Pending
1606,2959,5,4,2026-01-26,Completed
1607,3254,158,3,2025-10-29,Pending
1608,1999,10,1,2025-12-29,Shipped
1609,4812,21,5,2025-06-14,Cancelled
1610,3424,34,2,2026-01-27,Completed
1611,160,320,5,2026-01-04,Shipped
1612,1120,287,3,2025-05-17,Completed
1613,4571,306,1,2025-07-19,Pending
1614,4395,378,3,2025-12-06,Pending
1615,4682,289,5,2026-01-11,Pending
1616,2236,91,2,2025-10-26,Completed
1617,1233,248,2,2025-02-21,Completed
1618,3976,25,1,2025-09-09,Cancelled
1619,4398,151,3,2025-02-14,Pending
1620,3186,239,5,2025-04-07,Cancelled
1621,4718,91,4,2025-08-04,Completed
1622,887,313,5,2025-10-29,Cancelled
1623,987,481,1,2025-08-21,Pending
1624,4905,198,1,2025-12-28,Shipped
1625,1958,164,2,2025-12-09,Pending
1626,919,153,2,2025-11-04,Cancelled
1627,4595,6,4,2025-10-07,Pending
1628,1287,427,5,2025-11-06,Shipped
1629,192,425,2,2025-04-20,Shipped
1630,3229,371,4,2025-09-02,Completed
1631,1790,147,2,2025-07-24,Shipped
1632,4407,245,2,2025-10-26,Cancelled
1633,3827,50,3,2026-01-25,Pending
1634,2957,300,5,2025-09-13,Shipped
1635,3665,117,1,2025-06-02,Cancelled
1636,171,459,4,2025-11-02,Cancelled
1637,611,72,3,2025-08-13,Cancelled
1638,3638,293,3,2025-08-13,Shipped
1639,2750,436,5,2025-06-14,Pending
1640,1209,377,5,2025-07-04,Shipped
1641,2767,268,2,2025-12-02,Pending
1642,400,67,5,2026-01-16,Pending
1643,2320,240,3,2025-10-12,Pending
1644,3310,281,4,2025-08-02,Shipped
1645,1730,46,1,2025-10-22,Pending
1646,455,375,5,2025-05-25,Completed
1647,4554,323,5,2025-04-13,Cancelled
1648,1378,400,2,2025-10-19,Completed
1649,1757,12,4,2025-10-06,Cancelled
1650,2644,446,2,2025-08-31,Shipped
1651,3798,262,2,2025-06-04,Cancelled
1652,3180,161,1,2025-11-25,Shipped
1653,2417,258,1,2025-05-01,Cancelled
1654,2114,42,4,2025-10-06,Cancelled
1655,4273,122,4,2025-02-14,Pending
1656,1599,300,2,2025-08-03,Pending
1657,3159,226,2,2025-10-31,Pending
1658,3769,309,3,2026-01-12,Completed
1659,3017,102,4,2025-05-20,Pending
1660,1443,168,3,2025-04-13,Shipped
1661,1851,485,1,2025-09-07,Completed
1662,3836,182,1,2025-10-20,Completed
1663,4308,66,5,2025-12-11,Completed
1664,1303,254,5,2026-01-01,Shipped
1665,3615,13,2,2025-06-24,Cancelled
1666,1629,204,4,2025-05-20,Completed
1667,4248,65,5,2025-03-31,Shipped
1668,4964,395,3,2025-10-10,Pending
1669,958,249,5,2025-06-08,Shipped
1670,1450,45,4,2025-09-28,Shipped
1671,4973,408,5,2025-12-19,Shipped
1672,4643,483,2,2025-11-06,Pending
1673,1407,287,4,2025-09-03,Shipped
1674,122,39,4,2025-04-02,Shipped
1675,3614,222,5,2025-08-31,Cancelled
1676,2388,334,5,2025-08-09,Completed
1677,3773,404,5,2025-11-21,Pending
1678,4486,137,2,2025-04-25,Cancelled
1679,778,294,1,2025-11-08,Shipped
1680,4696,283,3,2025-11-10,Completed
1681,2448,219,1,2025-07-11,Shipped
1682,4106,58,4,2025-04-18,Cancelled
1683,4713,411,5,2025-10-12,Shipped
1684,2767,13,4,2025-12-25,Shipped
1685,382,415,5,2025-04-29,Pending
1686,1964,84,4,2025-03-25,Cancelled
1687,1181,326,3,2025-03-07,Pending
1688,2690,3,2,2026-01-28,Pending
1689,4943,421,1,2025-08-27,Pending
1690,4902,126,5,2025-05-21,Completed
1691,3734,108,3,2025-04-29,Completed
1692,1134,7,2,2026-01-15,Cancelled
1693,3178,81,3,2025-04-13,Completed
1694,2712,157,2,2025-04-16,Shipped
1695,843,402,2,2025-05-10,Completed
1696,2175,192,2,2025-09-22,Pending
1697,4493,81,5,2025-03-19,Cancelled
1698,1914,221,3,2025-08-19,Cancelled
1699,2163,86,1,2025-10-15,Cancelled
1700,4859,183,1,2026-02-03,Pending
1701,4609,74,2,2026-01-11,Shipped
1702,3758,362,1,2025-07-28,Shipped
1703,4455,204,3,2026-01-05,Shipped
1704,667,316,5,2026-01-27,Cancelled
1705,2625,476,5,2025-06-06,Cancelled
1706,709,130,2,2026-01-20,Pending
1707,2920,321,4,2025-11-30,Completed
1708,3218,59,2,2026-01-05,Shipped
1709,4598,326,4,2025-03-13,Pending
1710,3432,491,5,2025-03-07,Completed
1711,1809,427,4,2025-11-09,Pending
1712,4405,100,2,2025-05-08,Cancelled
1713,4774,228,5,2025-03-18,Shipped
1714,2722,24,4,2025-09-28,Completed
1715,3156,100,3,2026-01-04,Shipped
1716,305,450,2,2025-04-01,Shipped
1717,3646,246,1,2026-01-21,Cancelled
1718,4431,325,1,2025-10-03,Cancelled
1719,3149,382,1,2025-07-16,Pending
1720,4979,398,5,2025-07-26,Cancelled
1721,3355,119,3,2025-02-14,Cancelled
1722,615,160,5,2025-09-12,Completed
1723,2378,309,2,2025-05-15,Pending
1724,3954,185,4,2025-12-11,Cancelled
1725,550,192,3,2025-12-01,Pending
1726,2528,264,1,2025-05-31,Shipped
1727,1225,373,5,2025-03-02,Pending
1728,45,11,3,2025-12-04,Cancelled
1729,4397,252,3,2025-02-17,Cancelled
1730,1746,318,4,2025-07-21,Cancelled
1731,1751,3,5,2025-05-24,Pending
1732,1846,209,1,2025-06-06,Completed
1733,78,405,1,2025-11-26,Pending
1734,105,231,4,2025-05-06,Completed
1735,4922,241,5,2025-05-02,Cancelled
1736,3725,177,2,2025-05-18,Shipped
1737,2856,211,5,2025-05-17,Pending
1738,2846,435,5,2025-03-27,Cancelled
1739,2161,145,2,2025-02-08,Completed
1740,4616,497,3,2026-01-31,Cancelled
1741,3593,253,4,2025-10-10,Shipped
1742,2062,411,2,2025-10-22,Pending
1743,3217,165,4,2025-05-24,Pending
1744,2343,100,2,2025-09-19,Completed
1745,3518,461,4,2025-07-29,Pending
1746,3785,259,4,2025-06-01,Shipped
1747,4112,487,2,2025-11-23,Pending
1748,2878,250,2,2025-06-16,Shipped
1749,738,248,2,2025-04-15,Completed
1750,3505,243,5,2025-04-11,Completed
1751,4830,378,4,2025-05-18,Cancelled
1752,3891,404,5,2026-01-02,Cancelled
1753,50,74,3,2025-05-08,Pending
1754,2115,383,3,2025-06-15,Shipped
1755,2460,244,2,2025-02-13,Pending
1756,4156,399,3,2025-06-14,Completed
1757,4904,302,1,2025-04-04,Shipped
1758,4723,188,2,2025-11-18,Shipped
1759,563,293,4,2025-03-10,Pending
1760,941,341,1,2025-08-19,Cancelled
1761,3053,116,3,2025-12-10,Completed
1762,8,385,2,2025-08-31,Pending
1763,3176,167,2,2025-12-12,Pending
1764,3182,157,1,2025-12-10,Shipped
1765,2673,37,4,2025-02-12,Shipped
1766,3407,325,4,2025-02-28,Cancelled
1767,1434,424,3,2025-12-23,Pending
1768,629,174,3,2025-11-01,Completed
1769,1440,226,4,2025-02-06,Completed
1770,1284,395,5,2025-06-21,Pending
1771,4345,459,1,2025-11-23,Completed
1772,3111,58,5,2025-11-14,Pending
1773,4913,163,4,2025-02-16,Cancelled
1774,4057,3,3,2025-07-30,Cancelled
1775,2543,256,5,2025-08-16,Completed
1776,3542,30,4,2026-01-12,Completed
1777,4445,52,5,2025-06-04,Completed
1778,3149,153,2,2025-12-06,Cancelled
1779,2099,469,3,2025-08-30,Completed
1780,4402,284,3,2025-02-10,Pending
1781,4057,498,2,2025-02-16,Shipped
1782,1955,64,2,2025-10-26,Completed
1783,485,194,5,2025-08-30,Shipped
1784,3239,247,2,2026-02-02,Cancelled
1785,1347,488,2,2025-06-24,Completed
1786,4309,394,5,2025-09-03,Cancelled
1787,4479,367,1,2025-12-04,Shipped
1788,3971,357,5,2026-01-15,Shipped
1789,3672,51,4,2025-05-26,Shipped
1790,3487,141,2,2025-10-01,Pending
1791,1599,120,1,2025-06-03,Cancelled
1792,3366,258,4,2025-10-21,Shipped
1793,1419,310,3,2025-08-10,Shipped
1794,1110,411,1,2025-07-17,Shipped
1795,1926,407,5,2025-08-06,Shipped
1796,2975,209,5,2025-05-18,Pending
1797,752,499,1,2025-10-08,Pending
1798,2765,155,4,2025-12-31,Shipped
1799,946,93,5,2025-07-21,Cancelled
1800,2,364,3,2025-06-25,Shipped
1801,19,201,4,2025-02-27,Shipped
1802,70,150,3,2025-09-15,Shipped
1803,2645,230,4,2025-06-19,Cancelled
1804,4874,164,3,2025-02-08,Pending
1805,803,257,5,2026-01-04,Pending
1806,324,233,1,2025-02-12,Completed
1807,1772,159,1,2025-04-21,Pending
1808,2212,99,3,2025-07-29,Completed
1809,2907,414,5,2025-02-26,Cancelled
1810,1353,37,2,2025-08-13,Completed
1811,3207,264,5,2025-04-09,Completed
1812,2689,8,1,2025-06-09,Cancelled
1813,888,380,4,2025-10-31,Cancelled
1814,1462,79,4,2025-09-14,Completed
1815,620,109,1,2025-06-25,Shipped
1816,3264,453,4,2025-02-23,Pending
1817,2093,479,2,2025-07-12,Completed
1818,2856,140,2,2025-03-24,Pending
1819,1307,305,2,2025-12-25,Shipped
1820,1084,197,4,2026-01-13,Completed
1821,3955,432,1,2025-09-27,Shipped
1822,667,312,2,2026-01-16,Shipped
1823,4902,54,5,2025-06-28,Completed
1824,2160,426,2,2025-11-29,Pending
1825,3291,278,4,2025-05-27,Pending
1826,717,136,5,2025-11-06,Pending
1827,3063,327,4,2026-01-05,Pending
1828,1583,141,3,2025-11-19,Cancelled
1829,1359,389,4,2025-07-06,Shipped
1830,1057,153,3,2025-02-16,Cancelled
1831,2581,75,2,2025-03-09,Cancelled
1832,831,208,5,2026-01-22,Shipped
1833,4128,207,2,2025-12-05,Cancelled
1834,3693,127,3,2025-08-16,Pending
1835,1939,446,2,2025-07-11,Shipped
1836,988,220,5,2025-12-16,Completed
1837,681,93,1,2025-04-18,Cancelled
1838,4412,229,3,2025-12-12,Pending
1839,84,154,5,2025-04-07,Pending
1840,3395,67,4,2025-05-13,Completed
1841,1205,165,4,2025-11-03,Shipped
1842,4401,484,2,2025-06-03,Pending
1843,3497,420,4,2025-06-11,Shipped
1844,3103,70,5,2026-01-23,Shipped
1845,1675,148,4,2025-09-12,Pending
1846,4598,36,3,2025-06-25,Shipped
1847,3696,18,5,2025-10-27,Shipped
1848,187,259,1,2025-05-12,Cancelled
1849,3575,282,2,2025-09-03,Pending
1850,1155,39,5,2025-12-16,Shipped
1851,3304,275,3,2025-02-08,Pending
1852,2507,406,3,2025-07-09,Shipped
1853,4168,249,4,2025-10-11,Completed
1854,4143,471,5,2025-07-01,Cancelled
1855,2566,419,4,2025-11-07,Completed
1856,2114,291,2,2025-06-09,Pending
1857,4681,443,5,2025-07-30,Completed
1858,4273,267,1,2025-07-03,Cancelled
1859,1952,469,5,2026-01-03,Shipped
1860,1751,176,4,2025-12-28,Shipped
1861,1646,352,4,2025-05-27,Cancelled
1862,4544,37,4,2025-08-03,Shipped
1863,2675,216,1,2025-09-05,Completed
1864,3957,196,4,2026-01-13,Pending
1865,515,310,1,2025-03-12,Shipped
1866,4917,470,1,2025-12-26,Cancelled
1867,1004,292,5,2025-09-24,Completed
1868,4851,161,4,2025-07-27,Pending
1869,3102,481,3,2025-05-10,Completed
1870,4783,70,3,2025-05-01,Cancelled
1871,1167,494,5,2025-05-28,Pending
1872,3859,282,2,2025-05-05,Cancelled
1873,534,236,1,2025-03-05,Shipped
1874,3282,250,2,2025-12-02,Shipped
1875,2768,243,2,2025-03-10,Pending
1876,2042,233,1,2025-08-13,Pending
1877,4814,491,4,2026-01-27,Cancelled
1878,3382,51,3,2025-07-25,Completed
1879,3755,17,5,2025-07-19,Cancelled
1880,3016,176,3,2025-10-23,Pending
1881,137,409,5,2025-06-02,Pending
1882,2177,228,3,2025-04-12,Pending
1883,3236,342,3,2025-05-08,Shipped
1884,66,215,2,2025-12-02,Shipped
1885,2787,268,1,2025-06-05,Cancelled
1886,3447,113,4,2026-01-18,Pending
1887,2394,358,3,2025-03-21,Completed
1888,315,415,5,2025-02-08,Pending
1889,2904,238,3,2025-11-01,Cancelled
1890,2283,341,5,2025-08-14,Completed
1891,1303,316,1,2026-01-09,Shipped
1892,2732,317,1,2025-11-19,Completed
1893,2011,202,2,2025-03-02,Shipped
1894,1172,320,4,2025-11-24,Shipped
1895,1566,212,5,2025-02-12,Completed
1896,1904,145,5,2025-10-30,Shipped
1897,3092,355,4,2025-05-24,Shipped
1898,1684,97,5,2025-07-28,Shipped
1899,2796,373,5,2025-06-25,Pending
1900,4189,213,4,2025-08-29,Shipped
1901,3794,339,1,2025-04-22,Cancelled
1902,4128,157,3,2025-03-18,Completed
1903,3745,50,2,2025-08-17,Completed
1904,4533,308,2,2025-06-19,Cancelled
1905,892,371,1,2025-06-02,Shipped
1906,3569,466,4,2026-01-17,Cancelled
1907,3129,422,4,2025-07-19,Completed
1908,1054,40,2,2025-05-01,Shipped
1909,1126,41,1,2025-08-15,Shipped
1910,3520,457,3,2025-09-25,Cancelled
1911,3702,171,1,2025-03-11,Completed
1912,3860,310,2,2025-08-13,Pending
1913,136,458,1,2026-01-03,Shipped
1914,562,433,3,2025-03-16,Shipped
1915,1290,334,5,2025-08-04,Shipped
1916,1203,339,2,2025-09-13,Pending
1917,3480,219,2,2025-09-07,Cancelled
1918,3646,155,3,2025-08-12,Pending
1919,771,63,3,2025-02-23,Shipped
1920,1930,25,2,2025-05-09,Cancelled
1921,2242,473,1,2025-12-27,Cancelled
1922,472,467,1,2025-03-19,Cancelled
1923,2632,90,3,2025-10-28,Completed
1924,2489,191,2,2025-12-13,Completed
1925,4291,372,2,2026-01-04,Pending
1926,3740,351,3,2025-02-10,Pending
1927,2025,302,4,2025-06-14,Pending
1928,541,143,1,2025-03-14,Shipped
1929,4146,481,1,2025-11-05,Completed
1930,4661,163,4,2025-09-26,Pending
1931,4956,72,2,2025-04-03,Completed
1932,3352,292,4,2025-06-19,Cancelled
1933,202,340,4,2025-09-20,Shipped
1934,2125,430,2,2025-03-23,Completed
1935,3738,154,3,2025-12-20,Shipped
1936,3031,86,3,2025-05-01,Completed
1937,2334,333,4,2025-03-10,Completed
1938,4308,492,5,2025-04-02,Shipped
1939,2107,424,1,2025-06-27,Cancelled
1940,2786,35,2,2026-01-12,Cancelled
1941,517,238,3,2025-09-02,Cancelled
1942,4959,395,4,2025-04-30,Completed
1943,3037,143,2,2025-12-12,Shipped
1944,1862,119,1,2025-07-29,Shipped
1945,4235,391,4,2025-12-21,Cancelled
1946,637,5,3,2025-06-14,Pending
1947,3895,150,4,2025-07-25,Shipped
1948,2854,370,2,2025-05-18,Cancelled
1949,354,306,4,2026-01-01,Cancelled
1950,2783,403,5,2025-07-13,Pending
1951,3386,348,3,2025-06-20,Pending
1952,1966,191,4,2025-08-28,Cancelled
1953,4269,131,2,2025-05-15,Cancelled
1954,4854,472,4,2025-11-06,Pending
1955,3058,204,4,2025-11-24,Shipped
1956,4988,119,2,2025-12-20,Shipped
1957,2681,278,4,2025-07-25,Cancelled
1958,4504,198,3,2025-04-22,Pending
1959,45,242,1,2025-07-02,Completed
1960,2325,365,2,2025-12-04,Shipped
1961,2659,499,3,2025-05-30,Cancelled
1962,4158,250,2,2025-03-27,Pending
1963,2786,126,2,2025-05-08,Completed
1964,1026,109,5,2026-01-18,Shipped
1965,4523,351,1,2025-02-24,Shipped
1966,4071,207,4,2026-01-22,Cancelled
1967,3762,314,4,2025-08-21,Cancelled
1968,2361,84,5,2025-10-12,Cancelled
1969,2291,139,5,2026-01-09,Cancelled
1970,1423,495,1,2025-04-23,Completed
1971,3518,407,3,2026-01-17,Cancelled
1972,3715,379,1,2025-09-15,Shipped
1973,3550,306,2,2025-05-22,Cancelled
